comment,likes_count,is_reply
Trau jaman stimulyani ya...?,0,True
"@paksun1053 pembangunan aset2 vital negara pake wakaf bro, jgn fokus di Pajak.. making dikejar making sengsara rakyat nya",0,True
Menkeu bahlul seperti ini maka ekonomi Indonesia tambah Nyungsep???? Negara tanggung beban hutang yg besar??? Ongkos operasional pejabat besar sekali??? Program besar & makan uang juga sehingga negara mau dapat uang dari mana jika investasi menurun & pajak menurun??? Negara sdh mau runtuh dgn diganti nya pilar utama yg kokoh... Sandaran utama saat ini pada Presiden tapi jika presiden lebih berpihak pada kadrun yg hedonisme semuanya maka tdk ada lagi pilar yg kuat utk menopang beban negara yg berat ini????,0,True
Smoga sukses Pak,0,True
Agak somse orang ini. Jangan mental ABS = Asal Bapak Senang.,0,True
@RafikaNoviana tidak begitu. Pemerintah sudah menerapkan pajak progresif artinya si miskin tidak kena pajak dan semakin kaya seseorang maka pajaknya semakin besar. Sedangkan untuk pembangunan yg berdampak pada produktivitas maka perlu investasi jika APBN tidak cukup.,0,True
"indonesia sudah ambruk ekonomi nya sejak era megawati sby. BUMN semua bangkrut negara sudah ndak bisa melaksanakan pembangunan, ndak bisa memberi pekerjaan dan ndak bisa memberi makan rakyat nya. cuma pejabat dan sipil golongan atas saja yg bisa merasakan hidup bernegara yg layak .sementara masyarakat kecil bertahan hidup dg cara menjadi TKI TKW . di era jokowi pembangunan infrastruktur di kebut tapi pembangunan bukan dari hasil mengolah sumber daya alam seperti arab, bukan hasil olah sumber daya manusia seperti singapura melainkan sumber daya utang. tapi itu cukup memperlambat umur indonesia sebelum benar2 tamat.",1,True
Halah. Ga percaya sama omon omon jawir,0,True
solusinya ya naikin pajak untuk pendapatan negara.,0,True
"@jarwodoso Naahh betull setuju... mknya hutang sdh hampir tembus diangka 9 rbu T.. gmn ga ketar ketir tuuhh, rakyat teroozz yg diajdkan objek.. smntra negara perputaran duit dr mana klo bukan dr rakyat2 jg... hadeehhh pak prabowo kudu mikir keras deh bwt bikin kebijakan , jgn yg hanya menguntungkan kalangan atas tp sgt tajam ke rakyat.. bisa2 demo berjilid2 lg ... ️",1,True
"Tkutnya bnyak omon omon gk bisa kerja, kita buktikan aja saksikan aja",1,True
"@HerlinaAndriani-o3j klo bisa dipercaya ya sukur tp yg udh2 seblm menjabat tu beda yg diomong beda yg dikerjakan, semoga ini ttp konsisten",0,True
Jika ada isu pajak naik kita kentuti rame²,1,True
"UU HUKUMAN MATI BUAT PARA KORUPTOR HARUS DI SAHKAN, MUNGKIN PEREKONOMI INDONESIA BARU BISA MAJU !",0,True
Simpan aj vidio ini trs nanti tahun depan ada perubahan ga dia menjabat,0,True
Pajak wajib dinaikan demi kesejahteraan pejabat.. kalo rakyat demot tinggal suruh Partai coklat dgn segala senjata canggih nya tuk menghalau massa. Maaf demi kesejahteraan pejabat,1,True
@IpungJozz jangan pakai lama segera lengserkan!! Jangan hanya modal pengalaman saja memperbaiki ekonomi tp bisa nggak menekan para pejabat korup yg selalu maling uang negara.,0,True
Menteri pilihan si presiden omon-omon. Si omon-omon aja begitu apalagi menterinya. Guru kencing berdiri murid kencing berlari,0,True
"@lisrijkschroeff8675wkwkwkwk ironisnya sepertinya yg ga seiman tp bisa kerja ada banyak, dan ironisnya adanya di bankBCA dan swasta2 besar semua wkwkwk yg di pemerintahan malah..",0,True
GG.89-l1g Ga usah brisiikk mulu mas L ... pusiingnya bacanya,1,True
habis mabok kayaknya dia wkwkwkwk... dia kira dia bj habibie.. wkwkkw,0,True
"Naik BBM ,naik pajak naik semuanya ,uangpun gak tau lari kemana",0,True
@HijrahCintakukok GK ada coba cari tau lagi..,0,True
Kita butuh bukti dan hasil yang terasa bagi Rakyat Indonesia Pak. Buktikan dan wujudkan !,106,False
Kalau pajak naik maka kita kentut dia rame,1,True
@llcn5610 halah kayak ente bayar pajak aja bro paling juga lebih banyak uang keluar beli rokok drpd bayar pajak,0,True
Rakyat itu ratusan juta.. bukan cuma para netijen yg Budiman.. meskipun kalian ngeluh2 bisa jadi jutaan rakyat lainnya bersyukur... Jadi jangan terlalu menghakimi seseorang hanya dari cara berfikir saudara..,0,True
"Buktikan saja kerja keras & jujur demi kemakmuran rakyat Indonesia, itu yang paling penting pak mentri. jangan naikin pajak tetus ya, nanti rakyat semakin kejepit...selamat bertugas untuk Bangsa & Negara",0,True
Yg akan dibuktikan korupsi lebih gede gedean lagi. Demi kesejahteraan pejabat. Rakyat minggir dulu,0,True
"Saya cukup yakin dgn org ini dia sangat optimis, semoga Indonesia selalu di berkati Tuhan dan maju selalu",0,False
""" saya tahu betul memperbaiki ekonomi "" pede sekali pernyataan nya.",379,False
Harus PD jadi seseorang harus optimistis,58,True
@arijurnal574betul..harus optimis biar rakyat semangat,22,True
"Kata mandra ""sombong amat""",29,True
Trus maumu apa...itu yg kalian mau diganti Sri Mulyani,15,True
Janji2mu Preettt,10,True
Serba salah dah,3,True
Lihat saja trek recordnya. Ilmunya saja ga nyambung dengan bidangnya. Permainan telah dimulai. Persiapan lapar,15,True
Ternyata termul juga,4,True
"Wait...... ""Saya tahu betul memperbaiki ekonomi"". Memperbaiki ekonominya siapa ?, Rakyat kah ?, Atau ekonominya para koruptor ?..",14,True
amiin,0,True
"Hasil bumi pak menteri, untuk kesejahteraan rakyat. Banyak hasil bumi kita.",4,True
biasanya yg begini sebentar ajeee KO,6,True
Perlu di note perkataan nya,4,True
@hendrikpbhezo maumu gimane sih zeeer..??,0,True
"yang penting tidak lupa dengan ungkapannya, itu saja",2,True
Masa pesimis,0,True
Ya harus PD lah brooo,1,True
Optimis itu wajib,1,True
"Ya bgus lah, tinggal minta pertanggung jawaban janjinya",2,True
Pling juga nnti di tangkp KPK,0,True
apakah kamu tau kata OPTIMIS?,1,True
"Lokomotif harus optimis biar gerbong"" nya semangat",1,True
"ah kaki tangan si MR LORD. dan pendukung Mulyono di TIM bravo lima, ternyata masih antek antek si MUL",1,True
"""tahu"" tidak sama dengan ""mampu""",2,True
Elu yg kocak Pasar saham itu sangkut pautnya yaa sama keuangan.suatu ekonomi.suatu politik.suatu negara bahkan benua.suatu keputusan presiden jg bisa ngaruh gua bukan pro prabowo gua biasa biasa aja tapi kemaren nyoblos prabowo karena bingung lawannya ganjar dan anis prabowo kayanya lebih gaburuk dr dua pilihan itu,2,True
Ini kaya nya tongkosong nyaring bunyinya,3,True
Seorang pejuang atau petarung ya emeng harus pd bro,3,True
"Harus gitu, biar pasar percaya optimis",1,True
Kita liat nanti hasilnya,2,True
"Mesti optimis, daripada optimis memiskinkan rakyat dengan menarik pajak di semua sektor kehidupan seperti yang dilakukan Mulyono dan Mulyani",2,True
dari pada bilang ngga tahu,0,True
ekonomi siapa yg mau diperbaiki. kita lihat aja nanti..,2,True
"Ane orang orang Indonesia kalau mau menjadi terbaik untuk suatu bidang itu harus optimis, bedakan optimal dengan kesombongan , haduhh",0,True
Kalian minta di ganti sri mulyani,1,True
@GoAhead33 jurusan teknik disuruh ngurus duit wkwkwk mudahan aja baik2 saja,1,True
Kita lihat 100 hari kerja ada perubahan gak ekonomi yg lesu ini,2,True
@Kanes-p7s8i RKAYAT gak makan optimis Bukti nyata yg di butuhkan rakyat,2,True
@Ciluk_Bah ya. . . Capital ekonomilah .,0,True
Kita pantau kinerjanya,2,True
Gpp drpada pesimis tapi nyekek lwat pajak,1,True
"ga mungkin bisa ngomong gitu kalo ga bener2 faham akar permslahan ekonomi dan solusi memperbaikinya, sama jg dg seorang teknisi yg tau kerusakan pd mesin dengan optimis dia pasti akan bilang saya bisa memperbaiki mesin ini dg sebaik2nya artinya skill kemampuan dan pengalaman serta jam terbang nya sudah sangat tinggi ditambah lagi sudah teruji di masa2 sulit pada periode2 presiden sebelumnya bukan sombong tapi optimis dan tau persis",1,True
Halaah cerita klasik.kayak pileg pilgub pilpres.manis didepan pahit belakangan,2,True
Klw gak pede gak usah jadi menteri bobo cantik manja aja di rumah,1,True
"Terus harus gimana,",0,True
Lelaki harus begitu,0,True
gaya komunikasi yang meragukan,2,True
"Kita tahu kok bagaimana memperbaikinya, cuma berani dilakukan nggak. Perlu penegakan hukum dan transparansi, tapi berani dilaksanakan dan ditegakkan kepada para pemangku kekuasaan sendiri.",1,True
Buktikan dulu pk de..jgn nggacor dulu..ntar KO.,0,True
"tolong pak rakyat indonesia dijamin masa tuanya gak usah kerja ,50 juta per KK dari hasil tambang,sawah,laut dan gunung.",2,True
"Ya masa mau ngomong, negara kita bakal bangkrut, Entar bangkrut beneran. ingat perkataan itu adalah DOA.",0,True
@GoAhead33 dan pernah ikut Mulyono,0,True
InsyaAllah gak lama ini,0,True
Tingkatkan ekonomi dalam negeri pak biar kami yg sedang kerja diluar. Negeri bisa kembali ke dalam negeri bekerja untuk keluarga.,0,True
Harus,0,True
Ya sesuai lah... S2 & S3 bidang ekonomi kok Kerjaan juga terlama di bidang ekonomi Jadi memang bidang-nya beliau,1,True
"Emot nya mewek,ya harus dong meyakinkan masyarakat ,masa baru dlantik harus ngeluh / menyerah dasar kau",0,True
"""Jadi.. masa depan kita akan cerah.."" MAKSUDNYA KAUM MEREKA WKWKKWWK.. YA JELAS CERAH LAH",0,True
@kanz-r4i ok saya paham.. Ingat jejak digital tidak bisa dihapus,0,True
"@lagendis706 lah kerja aja blm,gmn sih mbok,daripada dia bilang ga bisa atau ndak tau..rakyat akan takut lah ke depannya",1,True
@GoAhead33 yg jelas suda di pikirkan penganti nya truss siapa lagi kalian mau,0,True
Aamiin,0,True
@kuntjorotedjasetiana747 terus gimana bu sri mulyani suruh ganti udah ganti kamunya bilang gitu - yg bener harus gimana,0,True
"7% GAK SUSAH KATANYA NTAR KALO GAK TERCAPAI PASTI NGELES, ORANG MODEL GINI GUE APAL BYK OMONG BYK NGELES",2,True
Kamu yang bikin sulit,0,True
@Kanes-p7s8i itu jawbanta dan pernyata buka. Optimis tpai over pd,1,True
"Yaudah lu aja dah jadi mentri keuangan, besoknya langsung krisis",0,True
Orang pintar emng geto bos...kerja sat set set...gesit ..kasih lah kesempatan beliau bekerja...,1,True
"@Ciluk_Bah itu asumsi gua .yang pasti kedepannya pengganguran di masa depan makin bertambah,karena banyak industri yang akan melakukan otomatisasi .",0,True
"sombong amat, belum kerja, buktikan dulu baru ngomong",0,True
Mantappp,0,True
"Asal ujung2nya naikin pajak spt si srimulyani , gak ada solusi apa pun taunya naikin pajak & nambah hutang negara",0,True
Ingat sumpamu pak,0,True
Ah masak,0,True
doakan saja,0,True
Bismillah,1,True
masa mau bilang.. saya tidak yakin indonesia maju. Mmg hrs optimis..,0,True
"Termul bukan ini,,,",0,True
Laahh dari pada jawaban nya loh ngga tau ko tanya saya,1,True
@GoAhead33 nggak nyambung gimana dia lulusan ekonomi! Update dunk wkwk,0,True
Ya moga aja ...gak jadi tersangka korupsi berikutnya.sebab kalau dapat lahan basah kebanyakan jadi hitam hatinya,0,True
"kenapa udah belasan taun konoha udah mau gulung tiker baru muncul, klo emang iye tahu betul... kan selama ini dia dikandang yang sama dibawah naungan lutut gencar panjilatan...",0,True
@Ciluk_Bah Lu jeli amat,0,True
@jonathanmarbun3997 sebagai rakyat harus smart dikitlah biar gak kena tipu daya pejabat,0,True
"Kalau gak peede begini, dimana lagi harapan masyarakat? Optimis dulu lah…",1,True
Bu Sri Yang mantan orang tertinggi ke dua World Bank di America aja di anggap gagal sama warga +62 gimana ini ya ?,0,True
"Dasar Konoha,,tinggal do'akan saja semoga membaik ekonomi kita,,gitu aja ko repot.",0,True
@arijurnal574Optimis seperti janji OK OC tapi hasil nihil,1,True
kl sekelas menteri ga PD siapa lagi,0,True
"Awas pajak naik lagi , pengusaha di tekan lagi rakyat menderita pajak barang barang naik",0,True
"gapapa pernah denger kalau kita pemimpin jangan terlalu serasa gak bisa, kudu percaya diri merasa yakin namanya juga pemimpin",0,True
Sombong amat. Biasanya klo kepedean.... sebaliknya,1,True
Itu namanya Optimis.,1,True
15 tahun di pasar ??? Pasar mana pak ? Pasar induk??,1,True
"Butuh penyegaran dan dia juga ada background dibidang ekonomi, lo mau nya apa jdi tong? Gak instan memperbaiki ekonomi, minimal 2-5 tahun",0,True
Ya harus pede lah Kacau memang netizen Indonesia ini,1,True
Yg gantiin..ga jelas treck recordnya..menteri titipan golkar..hancur lg nih ekonomi kita..rupiah makin anjlok,0,True
Trus maunya gimana le le,0,True
Omon2...Lom apa2 sudah koar2...,0,True
Perkataannya kalo ga optimis gaakan bisa motivasi pelaku ekonomi besar seperti para investor dan para pemilik saham. Doain aja yang baik pada Pak Menkeu,0,True
Kata2nya suatu saat akan jd meme yg lucu2,0,True
"Kepedean bangat ,ditunggu bukti broo akan ditagih jg",0,True
jadi orang harus optimis boss...,0,True
Lebih baik optimis ketimbang pesimis...berprasangka yg baik2 klw ingin mendapat pejabat yg baik...,0,True
Biarkanlah mereka bekerja dulu kemudian baru dinilai kinerjanya...blm apa2 kalian udah pada bacot dahhh...serba salah,1,True
@GoAhead33 gak nyambung gimana? riset dulu deh jangan kebanyakan koar2 kemakan omongan yg tidak jelas,0,True
@GoAhead33 siapa bilang? S1nya aja yg ga nyambung. S2 dan kesananya berkaitan dgn ekonomi.,0,True
"@akuchannel2604 S1 adalah dasar untuk memahami dan dipakai untuk awal bekerja sedangkan S2 3 dan seterusnya hanya lembaran biasa yang tertulis lulus. Kayak ga tahu, ini indonesia bos.",1,True
"Lu kalo minta mandor bangun rumah lu, mending mana mandor nya bilang saya kurang tau cara bikin rumah atau saya tahu betul cara bikin rumah ?",0,True
Bagus PD,0,True
@GoAhead33 dia S2 dan S3nya di luar negeri dan bukan kampus ecek2. Kok km blg lembaran biasa?,0,True
mungkin dia ngomong gitu biar ihsg naik,0,True
"""Mungkin keliatan nya saya Cukup Jago"" Semoga Bpk Amanah. Aamiin Sesuai Dengan omongan Bpk yg Enteng bgt.",379,False
"Kelihatannya jago,tapi tidak mampu mengatasi krisis ekonomi .",6,True
@edindahmotor211 belum kerja koq dibilang tidak mampu...mikir,2,True
@iwanjuliano6135 Juga sebaliknya belum kerja yo tidak sombong. Okey.,13,True
"Saya juga yakin bliau…juatru kalau seimulyani ndak ada kemajuan sama sekali justru hancur,gaya bicara bliau kelihatan bliau pintar menurut saya .",2,True
Kita pegang dan ingat2 omongan beliau ini,7,True
Smoga Menkeu yg baru Amanah sesuai omongan nya. Asal jgn Sri gala keluar masuk Buaya.,1,True
Kita akan lihat apa bisa,1,True
"byk banget mulyono mulyadi mulyani,..ya udah mundur dulu...",2,True
Itu kan becanda bro jgn d seriusin liat dulu beliau bekerja at least trouble maker yg kemaren udah d copot,1,True
Optimas itu bukan sombong,1,True
Termul mulai sensitif ini,2,True
Ekonomi kl.ga.ada.bu srimuliani waduh.lihat aja,4,True
Doi chieft economist kalau ga jago ga mungkin gak,0,True
"Biar jago dan berpengalaman 100 tahun,, klw bisa di setir.. percuma",0,True
@KICOT100 persoalan indonesia memang gampang.. sebelum ketemu kepentingan golongan dan korupsi 🫢,0,True
Jago lo jangan lupa Di ingat,0,True
Beri dia setahun menaikan ekonomi sesuai ucapannya kalau tidak tercapai kita lengser kan,0,True
@Centrioless betul ketika kebijakn berbnturan dngan kpentingan kelompok.. disitulah krpintaran runtuh,0,True
Nanti dipandu SM srimulyani dr blakang . Demi kemakmuran pejabat. Tuk meras rakyat lg,0,True
"@AgusSalim-gc1rf mau spanduk siapapun orangnya klw dalam sistem pemerintahan terdapat pejabat korup y percuma . Contohnya mudah aja RAPBN supaya sah jadi APBN siapa yg memutuskan palunya aja yg pegang gak ngerti dia. Kalau cuma ngutang anak kecil aja bisa . Kalaw mau tumbuh ekonomi d bangsa ini mudah dispenda nya suruh keja bener jangan asal ngambil pajak , stor nya kepusat harus benar, aparat nya jangan kebanyakan minta kerajaan, dpr nya jangan banyak korup, mentrinya waras tanpa itu semua ya mustahil",0,True
Walau bp hebat jangn sombong....,1,True
"Mudah""an ucapan dn kata"" mentri keuangan yg baru benar. Kami menanti kerja anda pak mentri, bukti yh🇲🇨",112,False
"""saya tau bagaimana memperbaiki ekonomi"" Belum apa2 sudah jumawa, hati2 pak justru itu bisa jadi bumerang dan tekanan",2,True
"@dimasseto7248 nahhhh,,,gaktau aja netizen/suara rkyat kyak apa,,aplgi stelah huru hara kmrin",0,True
"2:00 salut bapak menteri yg baru berpengalaman dari jaman pak SBY, semoga bapak bisa mengatasi masalah perekonomian Negara.",4,False
Sebagai warga negara berharap semoga bapak ini amanah dan pro rakyat.,90,False
"Gaya ngomongnya menunjukkan dia orang yang sombong , sama sekali tidak bisa diharapkan.",0,True
"Antara Optimis dan Sombong itu tipis, semoga ekonomi lebih baik...",283,False
Lebih ke Arogansi,8,True
"Bukan sombong, Mentri keuangan yg baru memberikan harapan baru ttg perkembangan ekonomi.",8,True
Saya menilai agak arogan...benar ga ya,10,True
"Mudah2n amanah jd menteri keuangan,dan bukan keuangan menteri.",5,True
Aamiin. Kalo dia pesimis gk percaya diri juga nanti lu2 pada yg nge hujat,6,True
Siapapun Menkeu nya.. berat utk menaikkan pertumbuhan ekonomi.. 30% APBN hy utk bayar cicilan hutang dan bunga... mau gak mau cari lewat pajak di saat efisiensi belanja pemerintah... logikanya bgmn mau tumbuh .. orang belanja pemerintah saja diirit2... pake apa utk gerakkan ekonomi??? Uang siapa yg akan diputar di masy?,2,True
gpp sih kalo sombong yang penting jago wkwkwk kita lihat aja nanti,6,True
Keren nih bapak menteri..santai,0,True
"Kita dukung aja dulu lah, ksh semangat dong, klo nnt tdk sesuai dgn yg di utarakan kita tagih wlpn lwt medsos",0,True
Jangan terlalu banyak omon omon rakyat menambah stres isi dompet semakin hari semakin tipis isinya.,3,True
Klu pesimis salah optimis salah juga sebagai warga negara kita do.ain semua lancar,1,True
Bau bau krisis Ekonomi berulang lagi,2,True
buktikan dulu kerjanya pak jangan banyak omong dulu,1,True
"@edindahmotor211 dijawab salah, nggak dijawab dibilang sombong, aneehhh",1,True
@andreas7265 Y tp smoga kata2nya mnunjukkan bhwa dia mmg berkompeten di bidangnya,2,True
"Gpp sombong atau arogan yang penting cari duit jangan rakyat ,kayak saat ini rakyat yang di palakin mulu",3,True
KATANYA 7% GAK SUSAH INI MAH SONGONG BANGET,1,True
Nih orang mmng agak kocak,1,True
Smg yg terbaik semangaat pak ditunggu krj baiknya,0,True
Arogan ini mah,1,True
@apriliano01 sekolah yang baik biar ngerti untuk apa peruntukkan kata 'arogan',0,True
"Wah..6-7% tdk begitu susah, Pemerntah & swasta dihidupkan lagi.. Ya lah, tau nya yg pnting semua happy. Mau tumbuh keatas mo kebawah asal temen2 pndukung kebagian kue. ABS asal bos senang",0,True
"Tentu beliau ini atas rekomendasi B Sri Mulyani. Kami menunggu bukti, Pak.",0,True
Pemimpin harus memberi harapan cil,0,True
"sombong itu menolak kebenaran dan merendahkan orang lain, ini dimana sombongnya ?",0,True
"@benhidayat Kebenaran mana yg ditolak?? Beliau belum kerja di kabinet jadi belum ada kebenaran yg harus ditolak.... Apa yg beliau katakan itu bisa sebagai pandangan yg optimis tp bisa juga terlihat membanggakan dirinya kalo beliau sangat hebat... Jadi kita tunggu aksinya, semoga bisa lebih baik agar ekonomi Indonesia semakin baik...",0,True
"Mending optimis, daripada belum apa2 udah ragu",1,True
"Berpikir positif aaja dulu, dari pada gak ada omongnya, tiba2 semua di pajakin, dan pajak naik",0,True
"Optimis yakin bisa, ini kalo ga bisa tapi optimis bisa jadi sombeng",0,True
"Keren mentri baru optimis, semoga sukses.... Akhirnya Indonesia akan melesat ekonominya. InsyaAllah",32,False
Melesat landasannya apa???,0,True
Omong kosong semua itu,0,True
"Ucapan""nya justru menimbulkan keraguan masyarakat Indonesia.",1,False
berikan bukti dan kerja nyata pak mentri,54,False
Sudah di sebutkan tadi apa krg jls,0,True
coba sebutkan contohnya,0,True
"namanya juga baru dilantik kasi waktu dan ruang dong utk beliau jangan langsung nuntut harus sempurna. Kita doa kan aja semoga Indonesia kedepannya semakin baik, pejabatnya amanah dan rakyat semakin sejahtera.",1,True
@gandiohio9044 ngomong itu mah. Yg diminta TS itu bukti,0,True
@rahman5004 terlibat ya.. klaim yg sulit dibuktikan dan terlibat..kontribusinya seperti apa? Who knows,0,True
"Bapak, kami mengharapkan pada Anda Bismillah bapak amanah ...",52,False
Haloo kak ditunggu update readingannyw,0,True
Mantap.. Memang harus optimis.. Sesungguhnya Alloh SWT bersama persangkaan Hambanya,80,False
Setujuu,1,True
tau dari mana dia hamba Nya?,0,True
"Pernyaataanyaa bukan ke arah optimis,, tapi lebih ke rada menyombongkan diri... Semoga bisa membaikk ...",1,True
"Yg korupsi itu dulu, waktu jabat pertama juga prasangka baik,",1,True
Ngopi boss,1,True
Di dunia ini ga ada negara yg bawa2 Oloh SWT bisa jadi negara majuu,1,True
Optimis itu harus. Tapi optimis dengan sombong terkadang mirip.,0,True
@Zalfahashifah betul pak..minimal kita turut juga mendoakan..,0,True
"Tipe orang lugas, cerdas, dan optimis mmg jadi terlihat kepedean sih ya hehe, kalau melihat portofolio memang mantap dg segudang pengalaman dbidang ekonomi, dg background teknik padahal...Smg apa yg dijanjikan memang benar adanya dan bs segera terwujud,insya Allah aamiin",0,True
@Mbahkukun ngelawak loe broo,0,True
@linoyalinoya halu dan nghayal mulu lu kuyy.. Bangun dr mimpi kuy.. Lihat kenyataan kuy wkwkwk,0,True
"@Mbahkukun coba jelaskan sama gw broo...dimana letak halu gw??lihat kenyataan loe bilang??loe buta atau pura2 buta??gw,loe beda keyakinan bro...percuma debat,susah cari titik temu",0,True
"Terima kasih pak menteri ekonomi semoga bapak sehat walafiat dan dipanjngkan uumurnya dari tuhan yg mh kuasa ,bagaimana pak memper banyak pekerjaan agar kuat daya beli masyarakat orang kita bukan malas kerja,dan berfikir amin33}× selamt maju jaya.",1,False
Orang berpengalaman dan berilmu itu percaya diri. Ini strategi meyakinkan investor dan rakyat indonesia,97,False
"Iyalah harus ada optimislah,,,masa iya diam saja terusss planga plongo,, bagus kok visi misi nya",6,True
"Pengalaman pasar loak,,,sekelas juragan desa mau lawan sama ilmunya bu' sri??? Jauuuuhhh cium asap tuh...",1,True
Mantap ya harus optimis lah,0,True
"@MrDanS-t3v rumahnya Bu srie kesayanganmu itu sudah dijarah rakyat secara tidak langsung rakyat menyuarakan pergantian menteri keuangan,,,bukti yg perlu bukan omongan atau kelas...",3,True
Emang investor tak ada ekonom handal sbg penasihatnya ?,0,True
"Bagaimana investor bisa percaya. PEJABAT NEGARA aja rumahnya dijarah di obrak abrik aparat gk sanggup mengamankan ,apalagi masyarakat biasa.",0,True
"@SetiJono-q6u Kasian juga bu' sri ketika mau meminta pertolongan malah tak di tanggapi serius... Padahal bu' sri sudah berbuat terbaik untuk negri di saat covid19 ,,, dmna negara2 lain pusing, indonesia nyantai aja",1,True
Yang percaya hanya 0nta,0,True
@MrDanS-t3v srimulyani itu raja rentenir oom,0,True
Betul bukan kaya pembohong jokowiii,0,True
"Mungkin style beliau begitu, tapi buat yg tau.. pasti optimis karena beliau punya pengalaman dan kapabilitas untuk memperbaiki situasi ekonomi saat ini. Apapun itu, semoga beliau bisa membuktikan pengalamannya selama ini berguna karena perut adalah senjata utama fondasi sebuah bangsa. Kalo perut lapar, semua bisa menjadi buas merampas.",10,False
"Sepertinya pamen keuangan yg ini orangnya sangat terbuka dan enak diajak diskusi dan mau mendengar masukan dan merasakan kesusahan rakyatnya. Aamiin, semoga",160,False
Setuju org ini ceplas ceplos...saya suka gaya ekonom nya jih.,12,True
Kita lihat saja,4,True
Ya.. Ini yang diharapkan rakyat,3,True
"Menkeu kalo byk omong malah bahaya, bikin pasar fluktuatif",6,True
"divyaimaniar Kalo pilihan gue ahok sebagai penggantinya SM, bukan orang culun kyk gitu....ahok pinter cari sumber2 anggaran diluar pajak, liat aja waktu pimpin jkt bangun beberapa infrastructure tidak pake APBD",2,True
Gk kayak SM yg pasang muka asem ketus terus ya dan sering mbudek,1,True
"@yes-no3931 lucu anda.,bilg org yg bnyk omong berbahaya tp anda memuja""pak Ahok yg jg bnyk omong. Bhkn sering ngomongnya marah""",0,True
Yg mngikuti beliau pasti tau.orgnya mmg sdikit lucu....ceplas ceplos... Bukan yg tipe teratur sperti bu sri.,1,True
@yes-no3931 justru ahok lebih frontal jir ngomongnya,0,True
sotoy anying,0,True
@parodi09 kayak noel orang nya,0,True
"Kalau saya tidak akan menilai dari gaya bicaranya, sayaakan menilai dari kinerjanya. Banyak omon omon tp kerja non jg males",0,True
"@bukanpenyembahmanusia03 Kemenkeu emang harus dipegang orang model ahok, tp bisa kerja biar bawahannya gak ada yg berani ngembat,... kalo dipegang ahok gue yakin anggaran akan transparan model e-budgeting ahok di jkt, rakyat bisa melototin tiap rupiah yg dibelanjakan",0,True
"Mengelola keuangan negara butuh orang yang benar"" jujur,teliti, pintar dan bijaksana dalam mengelola keuangan negara agar pembangunan merata dan rakyat tetap diberikan hak""nya,kerna ini ibarat jantung untuk negeri ini, apakah akan hidup atau akan mati total.. Bismillah NKRI 🇮🇩",0,False
Bukan sombong beliau berusaha utk yg terbaik semuanya,157,False
buzzer + manusia korban propaganda MUSTAHIL punya mindset seperti itu,1,True
Layo... ga sombong kok,0,True
usaha apa? kerja aja belom udah sesumbar,6,True
Itu sombong nma nya..blm kerja udh se sumbar..,7,True
Bukan sombong apa namanya ini ? Rendah hati ya ?,3,True
termul yah,0,True
divyaimaniar Lha elu.. pengin nya ganti sri mulyani itu sapa???,0,True
divyaimaniar td kan denger pas covid 19 bersama pa mulyono!!,0,True
Ikan omdo yg diperlukan tetapi bukti,0,True
Kita liat kinerja nya kl ok lanjut kl gk ok turun kan,13,False
mantap optimis sekali mari ditunggu hasilnya,48,False
Sangat percaya diri dgn kemampuannya....mg amanah,0,False
Semoga Pak Purbaya amanah dan tentunya profesional,22,False
Harus optimis dan tegas pak. Mudah mudahan bapak org yg tepat yg dibutuhkan Indonesia sekarang ini.,5,False
"Pemimpin itu begini, lugas jelas dan percaya diri. Semoga selaras dengan kinerjanya. Bismillah udah waktunya Indonesian berbenah dan ekonomi membaik aamiin",273,False
Seperti itulah pejabat sebelum menjabat banyak janji banyak bacot,27,True
Mau anda seperti apa tuan??,1,True
Terlalu manis ahirnya pahit,7,True
Blm mulai sdh sombong,12,True
biasanya tong kosong,7,True
@LarasPangestu-g4e hilangkan kemiskinan di Indonesia. Naikkan daya beli masyarakat. Murahkan semua produk2 utamanya sembako supaya kami rakyat miskin bisa makan enak krna punya daya beli. Buka lapangan kerja sebanyak2nya supaya pengangguran berkurang dan tingkat kriminal bisa berkurang bahkan hilang.,1,True
"@YusnardiBarus ya dari pada dari awal pait wkwk Mending manis dulu, optimis dan doakan saja manis seterusnya smpe mampu membuktikan ke percayaan diri dan ucapan nya.",3,True
"@n0n1utube itu salah satu trik untuk narik kepercayaan investor. Klo dia sendiri Gk sombong dn optimis bisa, gmna org lain mau percaya dia mampu. Kita doakan saja bang.",6,True
TUNGGU 1-3 BULAN... BARU KELIHATAN KINERJANYA DAN LERJANYA BAGAIMANA? SELAMA INI RASANYA NGAK PERNAH BERHADAPAN DENGAN PASAR LANGSUNG DAN MENDEM SAJA.... JAM TERBANG JUGA BELUM KELIHATAN UTK MENDUKUNG JABATAN BARUNYA ....KASIH WAKTU DULU ... COBA COBA LAGI JADINYA?,3,True
@GalangGalang-v5l nyaring bunyinya. Kita berdoa dan percaya saja bang semoga beliau mampu dan bisa.,1,True
"sama sdm yang iri dengki, dia dikata sombong. padahal kan harus percaya diri!",1,True
"@tommyspt.3055 kemiskinan sampai kiamat akan tetap ada, kemiskinan datang dari diri sendiri kalau mau merubah ya silahkan, tapi kalau mau tinggal di kelas ya pilihan",3,True
meritokrasi....jelas .tapi...?? Terlalu outspoken sepertinya..,1,True
