comment,likes_count,is_reply
tdk ada jaminan genius,0,True
Betul sekali sekelas seorang menkeu yg setara dgn ibu sri,0,True
"Jeng Sri itu kurang hebat apa coba? Sama aja yg ada negara makin sengsara, makanya dipecat SBY",0,True
Saya yakin Pak Purbaya akan menata ekonomi Indonesia lebih baik.,2,True
Bukan Maslaah pinter ya pejabat indo tp integritasnya yg dicari,0,True
pasar keuangan jangan di samakan dengan ekonomi rakyat wkwkwk krna pasar keuangan itu lebih kepada PENGUSAHA KELAS ATAS yg di libatkan..,1,True
"Agar pintar juga mengenai ekonomi rakyat,...bukan cman pasar keuangan,...kapitalis",0,True
keren ucapannya meyakinkan dan insyaALLAH bisa ''meredam gejolak '' di masyarakat.,19,False
Kenapa menteri Kehutanan gak dipecat juga,15,False
NUSRON. WAHID JANGAN LUPA,0,True
yg ptg penggantiny bukan dr geromboln roy panci cs,1,True
Bismillah anda bisa pak ...hati kecil ini sangat yakin jangan mau di pengaruhi orang lain pak kecuali pak Prabowo,0,False
"Saya suka orang nya blak blakang, sangat bagus mentri ini, model yg tidak banyak omong, tegas tujuan, selamat bekerja pak",15,False
Cerdas beliau,2,True
"Bkn cuma cerdasnya aja,tpi juga jujur Memikirkan ttg ekonomi Biar Rakyat makmur dan yg penting punya kasih itu",0,True
kalau cuma cerdas orang lebih byk yg cerdas,0,True
"ucapkan "" in sya Allah"" pak",0,False
2:30 masa depan kita akan cerah... aamiin...,6,False
Kata wowo 2030 indonesia bubar,0,True
Kami rakyat tunggu bukti ucapan mu pak menkeu.,19,False
"Berbahagialah kamu ..klo anda termul .. Maret tahun 2015 Beliau eks Deputi III Bidang Pengelolaan Isu Strategis, Kantor Staf Presiden Republik Indonesia oleh Kepala Staf Kepresidenan Luhut Binsar Pandjaitan .. (Wikipedia) ..",0,True
"@7upai Beliau juga stafsus jaman SBY, hanya krn “dipake” nggak ujug2 juga pasti terafiliasi wkwk",0,True
"Memoerbaiki sebenarnya simple, 1. Kurangi pemborosan anggaran. 2. Hukum mati koruptor 3. Miskinkan koruptor, pake buat semua kebutuhan rakyat Buktikan aja, mau di model gimana selama MALING masih banyak gak bakal juga nerubah. Yinggal mau apa tidak",6,False
Pajak jgn naik tapi banyak yg masuk pajak naik tinggi tapi target GK masuk buat apa,0,True
Dari dulu juga simple kl mereka yg jadi pejabat punya niat dan keberanian. Prabowo jangan terlalu banyak kompromi politik,0,True
"Statement pa Purbaya akan selalu di ingat dan di catat rakyat,, jadi kita lihat kedepan nya",5,False
Omongan nya enteng amat ya Mudah2 An ga OMDO,30,False
jualan dirinya bagus makanya disangka jadi menteri..bentar lagi KO,1,True
@Ysuaero mau kalian apa sih?? Wkwkwk... Heran,0,True
"@NugrozNoz maunya org yg ngomong dikit kerjanya banyak la .. klo awal uda ngomong banyak biasanya kerjanya dikit .. cara kerja otak kan mmg bgitu .. sibuk berpikir pasti proses di otak itu banyak , mana ada waktu utk nyusun drama ... klo drama duluan brarti planning di otak belum ada .. isinya cmn skripsi drama dulu",0,True
@arbalest2807 gak gitu juga kali...di lihat dulu kerjanya gimana baru di nilai,0,True
Kalau dipikirkan memang mudah pas dilakukan ga sesuai ekspetasi,1,True
"Mau nya pasti yg terbaik buat rakyat indonesia... Jgn dipencet, dipetas dan dinina bobok terusss",0,True
KAMI RAKYAT NKRI BERHARAP MUJIZAT ( ALLOH ) TURUN KE BUMI NKRI,0,False
"S1 nya teknik,basisnya bagus... indonesia pasti bisa, ada perubahan lah setelah 3 masa presiden menkeu yg sama.Tidak sia2 rakyat demo di seluruh Indonesia.. bravo rakyat indonesia",6,False
"Teknik elektro ITB, jurusan/universitas paling top",0,True
"AzisMalik-x4n KLO Sri Mulyani ekonom terbaik, knp para ekonom minta Sri Mulyani turun? Dan minta terutama kebijakan naik pajak dibatalkan? Itu bukan 1 or 2 ekonom lho tp kumpulan ekonom itu udh bnyk buktinya",0,True
AzisMalik-x4n sejak Sri Mulyani ancur ekomi kita,0,True
Terimakasih bu Sri Mulyani atas pengabdiannya dan kemampuannya menolong RI terutama di masa covid. Indonesia penuh luka. Ibu terluka. Rakyat terluka. Sistem yang buruk membuat byk yg terluka. Semoga Indonesia makin baik.,42,False
Bu Sri Mulyono udah jadi horang kaya raya........ rakyatnya yg megap2 harus bayar pajak.....,8,True
Dan negara2 lain berebut mendapatkan ilmunya bu'sri... Konoha dapat juragan kampung...,1,True
Terimakasih pajak sudah naik,0,True
Penjarakan mulyani bin mulyono..,1,True
Terima gaji bukan terimakasih..,1,True
"Berterima kasih lah ke beliau, jikalau bukan berasal dari pajak, maka RI uda di ambang kebangkrutan saat covid kemarin yang memerlukan banyak dana darurat saat perlu vaksin (contoh argentina, dll) Jasa besar tidaklah harus ditenggelamkan oleh karena suatu sudut pandang tertentu. Terima kasih bu Sri atas kerja keras untuk negeri ini. Tetap kuat dan semangat selalu.",1,True
"@kirachenko5005 apa itu covid??? Gak pernah ada.. Dikampungku dr dulu juga anti percaya covid. No masker only.. Situasi hiperbola .. Tanpa srimul negara tetap ada, banyak lebih pintar..",0,True
"Ngapain terima kasih dgn dia, pembawa kesengsaraan yg ada slm dia jadi menkeu, rakyat sdh susah ditambahin susah sama dia, untung sadar diri mundur sendiri sdh kena mental dia rumahnya dijarah",1,True
Preeett...menteri keuangan cuma mengepul pajak dan menyalurkannya sesuai pagu itu lulusan SMA juga bisa. Justru hancurnya negeri ini karena hutang itulah keahlian SMI yg bikin bangkrut negeri ini. Aneka macam pajak diadakan sementara hasil tambang luar biasa kaya cuma masuk APBN 20 persen. Kayak gini kok dibanggakan.,2,True
"@kirachenko5005 Pajak itu menggencett rakyat, kok dianggap prestasi. Itu uang dari tambang yang digarong oligarki kalau bisa dinasionalisasi baru namanya prestasi.",1,True
"Wahhhhhh optimis sekali bapak Menkeu yg baru ini....kami tunggu pak ,gak usah2 jauh2 amat sampai ke 8/9 persen, kembalikan aja ekonomi Rakyat seperti sebelum 2014,data beli kuat,pasar hidup...pajak nya kalau bisa ditekan lagi pak",33,False
"Shopee harus di pajakin yg gede, usaha rakyat mati semua gegara kalah saing dgn raksasa ini",2,True
Iya doong harus Optimiss...Kan nanti beliau kerja..kita lait aja hasil akhirnya,0,True
"Mudah "" an. Pak. Menkeu. Tau. Mem. Perbaiki. Ekonomi. Indonesia, .",0,True
"waduh, kalau 8 sd 9 persen, terlalu optimis rasanya, emang ada negara mana yang bisa mencapai itu di situasi ekonomi dunia yang sedang mengkerut...... sebut 1 negara di planet bumi saat ini yg bisa mencapai itu, maaf pengetahuan sy terbatas bukan ekonom",0,True
"Tinggalan pk sby perekonomian masih stabil, sayangnya rakyat gk sadar bahwa yg membuat perekonomian nyungsep adalah jokowi!!!",0,True
"@sholikhualimin iya 2014 keatas jaman jkw,BBM dinaikin Ampe limit,pajak2 mulai di kejar,cukai rokok di Gas ,online malah di bebasin,jadi Daya beli Masyarakat turun,pasar lesu dan mati suri...",0,True
Semoga amanah dan membawa berkah bagi seluruh rakyat indonesia Kami tunggu buktinya,0,False
"kalo dari cara berbicara, bapak ini orang cerdas, IQ nya lumayan tinggi kayaknya, bicaranya cepat dan agak bergetar, kemudian apa yg ia jawab dari pertanyaan wartawan terkait ekonomi makro, dia jawab dengan gaya ekonomi yg agresif, iya jika menkeu sebelumnya cenderung disiplin dan hati-hati, semoga pilihan pak prabowo tepat, disaat jalan ekonomi yg melambat cenderung stagnan dan membosankan, ekonomi agresif namun terukur sepertinya adalah solusi, do'a terbaik untuk Indonesia kita 🇮🇩",5,False
Klo bicara boleh. Tapi bukti blum ada. Tunggu bukti.,1,True
anak elektro itb bosss. masuknya paling susah se indonesia.. matematikanya pasti kuat,1,True
"@WasitoSuprayogi iya kita tunggu buktinya, semoga beliau bisa mengakselerasi pertumbuhan ekonomi kita lebih cepat karena sudah cukup tertinggal dari negara tetangga, pun usia kemerdekaan sudah 80 tahun sudah selayaknya kita jalan lebih cepat jika memungkinkan berlari dan tentunya dengan langkah yg terukur",0,True
"@edinatakusumah kita lihat teknokrat mengelola uang, semoga cerdasnya seperti alm. bj habibie, kita do'akan yang terbaik utk beliau semoga bisa memberikan gebrakan utk ekonomi yang lebih baik",0,True
"Menurutku bpk ini ucapannya terlalu tinggi, mlh keliatan sombong...kita semua tahu...bu sri mulyani bkan kaleng2...",10,False
pernah gak kau bkerja disuatu tempat merasa nge stuk??? pdhal kau ahli dibidang itu. sri mulyani sudah habis. ekonomi kita jalan ditempat.,0,True
"@furqanjodi bkn kaleng2 tp cuma tau naikan pajak, pajakin sana sini, nambah hutang negara, itu yg dikatakan ahli? Gw rasa gak usah belajar tinggi pun tau cara spt itu",0,True
"Prestasi SMI itu ya ahli pajak dan ahli hutang. ujungnya ekonomi hancur spt saat ini. Pajak itu menggencett rakyat, kok dianggap prestasi. Itu uang dari tambang yang digarong oligarki kalau bisa dinasionalisasi baru namanya prestasi.",0,True
anak itb boss. elektro pula .. yg jelas matematika lebih jago dr anak ekonomi,0,True
"Alangkah baiknya menggunakan ilmu padi, semakin tunduk kebawah semakin berisi. Tidak perlu congkak. Jangan sampai tong kosong berbunyi nyaring.",7,False
Ini mah tong kosong nyaring bunyi nya. Uang banyak dari mana? Indonesia kalau ada uang gak akan tarik utang baruu Pak Bro Menteri,0,True
Joss kita lihat sepak terjangnya ke depan semoga ada perubahan yg baik,0,False
"Ini bukan pede untuk bangsa Indonesia, ini tinggi hati untuk pribadi. Ngomongnya promosi dirinya sendiri.",13,False
"Semoga setiap pulau atau propinsi2 di indonesia ini bisa jadi negara sendiri merdeka, dan tidak lagi bergantung pada jawa",12,False
"Jgn gitu bro ,,, bisa kelaparan se-pulau Jawa ,,,, rataw lapangan pekerjaan ada di luar pulau Jawa ,,, jadi aslinya mereka bergantung pada wilayah diluar Jawa",0,True
Mimpi,0,True
Pemikirannya kurang terbuka anda bro,0,True
semua kebutuhan pokok saja masih dari Jawa Leng,0,True
muantapp ya.. ini tipe org yg optimistis...,0,False
"""Sombong"" dalam Kadar yang Tidak berlebihan sangat perlu, baik dalam bisnis maupun ekonomi, Sikap ""sombong"" dari seseorang justru akan membuat orang tersebut akan MELAKUKAN BANYAK HAL LEBIH GIGIH dan biasanya lebih NEKAT dalam mengambil keputusan dari orang lain, karena dia juga pasti Malu jika Ocehan sombongnya itu sampai tidak tercapai",23,False
"Masalahnya banyak org gak kompeten sombong di Indonesia, dan dg bangganya mempertontonkan dan menyombongkan kebodohannya",0,True
"Mang ada pejabat yg punya malu dr yg bacot digantung dimonas,yg mantan koruptor aja bisa menjabat lagi",0,True
"Sombong dg orang yg sombong gpp , tp kl sombong ke rakyat, pasti dibully kalau akhirnya tidak mampu",1,True
"Semoga menjadi ""supersub"" ya pak",4,False
"Bagus ini, dunia perikanan hias tolong dipermudah expornya pak dan oengiriman luar pulaunya... Itu membantu ekonomi indonesia jg lho",0,False
turunkan pajak oooy,6,False
IN PURBAYA WE TRUST ️ LIKE KALO SETUJU,4,False
"Saya lama di pasar, Saya 15thn di pasar.... Pasar malam Pak??? Bu Sri Menkeu Dr jaman Pak SBY, terus ke Pak Jokowi di lanjut ke Pak Prabowo walaupun ga sampe setahun, ga pernah gue dengar bu Sri ngeluarin statement kayak gitu Jadi ragu gue keuangan Negara di pegang sama Bapak ini Boleh donk Saya berargument asal ga menghina n mencaci maki.... Thanks so Bu Sri Mulyani utk dedkasi buat NKRI jerih payahmu tidak sia2 di dalam Tuhan",88,False
Carane piya.,0,True
Lah 20 taun fiskal di pegang Sri Mulyono kagak Maju maju negara ini.. Saya lebih Pilih bapak ini untuk melompatkan ekonomi Indonesia.,11,True
Termul ya,4,True
Buktikan dulu...br pd komplen,2,True
"Siap2 aja. Saya juga ga yakin Apalagi lihat track recordnya, beliau ini anak buah Luhut. Mudah2an saja kinerjanya baik",3,True
Memang jaman mantan lebih baik bang ? Yg sy tau kl memang lebih baik gak mungkin ada demo2 akibat penurunan ekonomi. Tak ada yg tak bisa diganti selama memang buat lebih baik.,1,True
Menarikkk..tapi harus diakui bu sri gagal mengangkat kesejahteraan masy...ketimpangan masih besar...beban pajak kerakyat mkin besar..unik,2,True
EH BENER GUA JUGA NGERASA GITU TAKUTNYA MALAH BLUNDER NGEGANTI SRI MULYANI,4,True
Mereka berdua sm2 hebat.. moga2.. menkeu yg baru bisa memberi masukan ke presiden utk menaikkan pendapatan negara diluar pajak. Jadi ide2 kreatif utk pemasukan negara selain pajak,2,True
Bro pikir gampang jadi Bu Sri,4,True
Sy yakin dia akan gagal....,3,True
"Dua duanya ekonom berpengalaman, cuma cara tempuh nya yang beda. Negara harusnya pendapatan utamanya dari berdagang, bukan dari meras rakyat (pajak).",0,True
Bu sri.itu ud mentok jd hrs turun dulu mudah2 gantix ad solosi yg lebih baik...,0,True
Takut omon² doang,1,True
Sama,2,True
Dolar turun jadi 7000.,1,True
"SEMOGA INI BUKAN BLUNDER DARI PAK PRESIDEN, KEMENKEU BLM KERJA SUDAH NGERASA SO JAGO DAN SOMBONG. KITA LIHAT KERJA NYA DLU PAK JANGAN BANYAK JANJI...APAKAH AKAN LEBIH BAIK ATAU TERPEROSOK !! MASIH TERBAIK IBU SRI MULYANI BUAT SAYA!!",3,True
"Harus yakin bisa pak , emang pemimpin harus begitu , optimis dan percaya diri , jadi kita masyarakat jg ter sugesti dengan sikap yang begitu",0,True
Emang mulyani krj utk rakyat? . Rakyat manaa?,0,True
Pengalaman bagus tp mainset menteri kdg ngaruh besar. Misalnya idealisme nya kapitalisme ya ak rusak ...,0,True
Kelamaan di pasar malam nih,0,True
Positif thinking aja..ibu sri ud kelmaan butuh refresment dg pendekatan yg berbeda,1,True
Yg jelas harus di ganti supaya lebih baik,0,True
@mrutakata Kadrun kayaknya !,1,True
"Gw jd ragu lu bicara bkn pada kapasitasnya apa gk ngigo, hey bngun bung ini masi kepagian lu Ragu. biarkan pemerintahan berjalan dl ada waktunya Evaluasi d belakang bukan ngrlantur skrng",1,True
"kalo emang bu sri lepas dr sini gak ditarik bank dunia lagi berarti memang bu sri nya yg sudah mentok, bu sri itu paling berjasa lo bisa bikin indo baek baek saja krisis global dan jaman covid",1,True
"Belum kerja aja sudah dihujat, pantes Indonesia gak maju²",0,True
"Deretan omon² nya kelihatan banget, ga yakin saya dgn org ini.. bagaimana mungkin menkeu bisa menggerakkan ekonomi sendiri tanpa dukungan dan kebijakan dr sektor lain. Omon² lagi",0,True
sangat setuju statement nya,0,True
Optimis boleh,0,True
Sri Mul...10 THN bersama Jokowi. Ekonomi gimana bre apakah membaik menurutmu..??,0,True
"Semoga bapak Menkeu yg baru BS memperbaiki ekonomi Indonesia lebih baik & jangan lupa ada pr dari rakyat pak,meningkatkan ek rakyat pak .....",0,True
@Mltra-o7l tidak semudah itu bilang gagal buk Sri Mulyani jago nyetir keuangan negara sebesar Indonesia dari jaman SBY di jaman Jokowi menteri keuangannya juga di resafle di ganti buk Sri Mulyani baru keuangan negara stabil sy berterimakasih dengan buk Sri Mulyani,0,True
"Sri Mulyani itu MINTA DIGANTI yaa BUKAN SENGAJA DIGANTI. Kalau dia udah GAMAU yaa dicari gantinya, gantinya ya ORANG INI. Gimana sih netizen, logikanya dipake dong. Kenapa pada pesimis? Cukup kalian² aja pesimis sm hidup kalian, gausah nyebar aura pesimis kalian ke orang lain.",0,True
Apa bagusnya Srimul? Rakyat tambah susah dibuatnya kan.,0,True
"Betul,,,justru ibu sri mulyani berhasil menstabilkan ekonomi...kita liat saja kinerja pak menteri yg satu ini. Klu kurs rupiah menguat sampai 10.000 terhadap dollar...baru diakui",0,True
"IHSG anjlok, ekonomi lg tidak seimbang, blm lg trust issue. Beliau blg statement begitu agar pasar tidak malah terpuruk, dan agar publik percaya bhw ekonomi akan kembali baik. Itu artinya beliau optimis utk mempengaruhi bnyk hal, kl9 sempat beliau pesimis, ya kacau balau malah perekonomian.",0,True
terima kasih buat bu sri mulyani udah membantu menstabilkan ekonomi di masa covid dulu,0,True
@MardaDege terlalu liberal...jurang ketimpangan makin besar,0,True
@hubbyahmad ini asal bunyi dia kira mudah mengontrol keuangan negara buk Sri Mulyani rakyat dari Sabang sampai Merauke sudah kenyang menikmati BLT dari jaman SBY sampai Jokowi trimakasih buk Sri,0,True
@Mltra-o7l ya jelas gagalah selagi rakyatnya mental kere. Udah punya mobil di atas 300jt tapi masih beli bbm subsidi di tambah masih banyak menengah atas pakai gas 3kg jangan picik kalau jadi rakyat,0,True
terima kasih 9000T utang negara.,1,True
"@Mltra-o7l masih sesuai bro direl yg bener yg jadi masalah nanti keuangan negara semakin tidak terkontrol paling yg kena dampak siapa ya seluruh rakyat Indonesia , mudah mudahan Mentri yg baru dilantik lebih jago karena seingat sy Mentri keuangan diawal Jokowi tidak mampu mengontrol keuangan negara goyang sehabis estafet dari SBY karena jaman SBY sdh mulai rumit sistem keuangan Indonesia ( negara berkembang) apalagi sesudah jaman Jokowi lebih berkembang mau jadi negara maju , apalagi jaman sekarang harusnya lebih maju karena kebutuhan rumah tangga negara besar perang dimana mana",0,True
"@Mltra-o7l bukan cuman itu bang, ""menjerumuskan"" ekonomi Indonesia dgn hutang berjumbo2 tak berani nolak kebijakan yg dibuat oleh mantan. Hal ini yg membuat kemampuan ekspansi ekonomi saat ini jadi terbatas. Padahal saat masih bersama Pres SBY dedikasi beliau diacungin jempol dgn berani menolak sepak terjang Bakrie tp seiring berlalu malah jadi tukang ACC. dari kebijakan mantan. Hal ini yg sangat disesalkan.",0,True
"@OmayPersib itu bukan warisan buk Sri tapi warisan Pendahulu hutang yang besar susah di lenyap kan , sama kalau kita berkeluarga ibaratnya itu hutang orang tua sekarang anaknya yang setengah mati membayar, karena jaman dulu awal kemerdekaan butuh biyaya besar membangun Indonesia dari Sabang sampai Merauke jadi pendahulu minjam di IMF selain itu korupsi besar di Indonesia menyebabkan krisis moneter ingat sedikit sejarah",0,True
Di tanya wartawan Ya emang harus optimis lah masak ya pesimis aku ga yakin bisa jadi menteri keuangan ya ga lucu,0,True
"Kok gaya bicaranya terlihat agak tinggi ya, sebetulnya dari gaya dan cara bicaaranya mending srimul",6,False
Emang orang nya gitu. Coba lihat rekam jejaknya.,0,True
SONGONG banget... Semoga sesuai dg kinerjanya kedepan,0,True
Dari niat baik serta tulus menjabat maka smesta akan membantu meski harus tabah dan sabar.,0,False
"Selagi dilakukan makan gratis,gak akan ada perubahan Malah ini yg baru,meragukan sekali. Saya rasa,gak ada pengganti Sri mulyani di Indonesia ini",7,False
melek dikit om,0,True
Jadi situ mau si mulyani terus jadi menkeu?,0,True
"Pak Jokowi juga pernah coba Menkeu pak Bambang Brodjonegoro tapi nggak lama karena yg bisa jinakkan IMF ya cuma Bu Srimulyani saja, saya juga yakin bapak ini nggak akan lama jadi Menkeu, apalagi Prabowo minim skill dalam pengelolaan administrasi keuangan negara, yg ada entar ""shock theraphy economi"" di negara ini baru Prabowo sadar karena sudah mulai panik terus panggil lagi bu sri mulyani, kita lihat aja",8,False
Permintaan rakyat yg demo kemarin,0,True
"Ini prabowo bos bukan jokowi, yg dulu sering pura2 panik dan terkejut.",1,True
"Gak.usah pinjem.duit sm ImF bro, gak bakal lg dipggil sri mulyani.",0,True
"Preet lah Sri Mulyani itu agen IMF alias ternak asing dan justru jadi benalu di negeri ini. Apa sih prestasi SMI kecuali memperkaya para kapitalis dan mempermiskin rakyat miskin. Menteri keuangan cuma jadi pengepul pajak dan menyalurkannya sesuai pagu, itu lulusan SMA juga bisa. Sementara hasil tambang cuma 20 persen masuk APBN. Boleh jadi dalam dua tiga bulan Prabowo digoncang oleh para oligarki bestie SMI tapi jika Prabowo tegas dan lawan mereka maka goncangan itu akan berlalu.",1,True
Sekarang eranya NDB banknya Brics..IMF masa lalu..,0,True
@sulismaulia298 biar tau rasa,0,True
@komangkst ia ini memang Prabowo presiden yg di gertak Donal trump langsung melempem,1,True
Anda itu jgn pesimis dunk om,0,True
"@gunawanparibowo2886 brazil kolaps bos, anggota brics",2,True
Sales IMF Sri..,0,True
@ValentinusNainggolan amerika inggris ..eropa pada kolaps bosque..,0,True
@ValentinusNainggolan jepang juga kolaps..PM nya mundur..,0,True
Masa SBY menkeu nya Agus Martowardoyo..pertumbuhan ekonominya melebihi Sri Mulyani..pertumbuhan IHSG jaman SBY melesat lebih dr 430 persen dibanding jokowi yg hanya 52 persen..,0,True
"Melihat dengan kacamatanetral, secara track recordnya purbaya yap fantastis tapi dalam manajemen cenderung mikroekonomi, disisi lain srimulyani yang sudah jago makroekonomi ditambah disiplin fiskal yang ketat jaga stabilitas di kancah global, sekarang cuma bisa lihat gimana liat gaya purbaya lanjutin legacy stabiliy ala srimul, baik baik ya Indonesiaku",18,False
Iya utang nambah terus IMF seneng dan warga Amerika seneng dapat bunga utang Indonesia mereka makan ayam guling di Amerika. Bunga. Utang paling tinggi seasia . Gausah ngomong global global kalau masih banyak miskin gaada loker . Orang yang pintar dilapangan dan riset itu yg pakek,1,True
"Gegara di jarah rumah sri mulyani jadi mundur,cuma tidak di liput media.",0,True
Hhh. Perlu 2 menteri,0,True
Srimul itu antek IMF sehingga semua frame kebijakannya pro kapitalis.,0,True
Semoga bisa mewujudkannya aamiin,0,False
Yaa semoga lebih baik deh!!! AWAS INGAT JANGAN DIKIT² NAIKIN PAJAK....,7,False
Naikin. Aja bebas orang aku g punya apa apa ko terserah lah pa yg penting amanah,1,True
"naikin pajak untuk masyarakat kelas bawah ga ngaruh wong ga ada aset dan minim transaksi, naik pajak itu yg terbebani ialah orang kaya menengah atas yg aset dan transaksinya banyak.",0,True
siap laksanakan bosss,0,True
Mantap pak semoga 1 bulan ini ekonomi kita bakal melesat,4,False
"Siap 86, BPS is cooking",0,True
Buktikan pak Jgn banyak bicara,7,False
Kan baru dilantik trus diwawancarai. Masak gak boleh banyak bicara. Nanti jawabannya dikit dibilang plonga plongo serba salah jadi pejabat negeri ini,0,True
"terimakasih bu sri mulyani, lanjut di tunggu langkah kongkretnya pak menkeu...backgroundnya sih mantap..gass pak",0,False
"Sebagai seorang berpengalaman di investment banking di Belanda yang setiap hari menatap data dan tren global, saya melihat respons Purbaya—“Saya 15 tahun di pasar, jadi saya tahu cara memperbaiki ekonomi”—bagaikan tirai asap. Saat IHSG anjlok dan rupiah melemah usai pelantikan, pasar bukan hanya meragukan riwayatnya, tapi paling utama, hilangnya jangkar kepercayaan dalam sosok Sri Mulyani Investor mengalami ambiguity aversion: saat stabilitas dianggap sirna, reaksi awalnya adalah kabur. Pasar tidak ingin cerita, mereka butuh kepastian. Purbaya bisa saja berpengalaman, tapi pengalaman tanpa kejelasan taktikal adalah peluang terbuang. Jika Purbaya gagal membangun narasi fiskal yang tegas—menyeimbangkan pertumbuhan dengan disiplin—investor tidak akan bertahan. Di dunia investasi, retorika tanpa bukti nyata adalah sinyal retreat.",4,False
"Setuju dan mendukung Menkeu yg baru. Menkeu sangat percaya diri, berpikir positif dan optimis adalah modal awal yg baik bagi pertumbuhan ekonomi utk pembangunan bangsa. Hanya org yg percaya diri, berpikir positif, berani dan bermimpi besar yg bisa merubah keadaan yg buruk menjadi baik.""",7,False
Saya ingat kata katanya: 15 tahun di pasar dan beliau tahu betul memperbaiki ekonomi Saya menantimu pak,4,False
"Klo tau di pasar brrti kenaikan cabe, sembako jg tau knp sllu naik & mahal",0,True
"menurut saya ini bukan sombong,,tapi sangat percaya diri/optimisme,yahh kita liat nanti kinerja nya,, semoga sih amanah dan sesuai dengan yang di bicarakan",0,False
"Ehh buset deh netizen woii dengan diganti nya srimul, atleast lu pada bersyukur. Nah ini si bapak sejam aja belom jd menteri udh pada ngehujat buktikan2 . Gilee.. Nih ya dengan dia tau indikator ekonomi skrg gak baik2 saja alias melambat, dia tau betul ekonomi tumbuh 5.12% tapi ekonomi sulit, darisitu aja harusnya lu juga pada paham akhirnya ada yg ngerti perasaan lu saat ini. Ketimbang ngomong kita baik2 saja terus menerus padahal nyatanya kagak. Dukung dulu lah, kita lihat brp bulan kedepan jalannya begimana. Minimal kita tau ada niat perbaikan dari presiden.",6,False
Weeeeee..... Buzeeeeerrrrr ikutan komen,0,True
Biasa Termul tidak terima,0,True
DiagitosSantos,0,True
"Optimis pak semangat untuk kemajuan indonesia,",0,False
Dari Pernyataan pak Menteri mudah mudahan bakalan bagus ke depan nya....Semoga pak kita doa kan Bapak....,0,False
Bismillah..sy optimis dngn bpk mntri keuangn yg baru...ekonomi akn membaik,0,False
ini baru mantap,0,False
gaspoll pak mentri harus optimis bisa .🇮🇩,0,False
Semonga bapak bisa ada impek ekonomi rakyat bawah y pak jangan kalangan impek ke kalangan atas aja y pak itu yang kami harapakan,0,False
Semoga amanah dan pro rakyat,0,False
"Bgs pak, Ekonomi mudah diperbaiki dgn menurunkan pajak dan menerapkan kebijakan intensif bukan kebijakan pinalti maka ekonomi akan booster dan daya beli naik..utang negara ngak usah peduli krn setiap negara ada utang yg trs naik.",5,False
"Aamiin ,Dengan seizin Alloh semua bisa terwujud ,tapi ingat bapak bukan hanya ucapan buktikan nggih ️🇮🇩",0,False
"Serahkan pada ahlinya, mantap, semoga amanah aamiin",0,False
"Sprtinya....takabur banget....hati"" pak...dgn omongan bpk...",0,False
"Tinggi hati mendahului kehancuran, tetapi kerendahan hati mendahului kehormatan.",0,False
"Just wait n see, hope n pray",0,False
"Keluarkan JURUS AMPUH MU PAK PURABAYA Anton jln . Comal no . 24 Dinoyo alun 2 , 4 no . 18 Surabaya Rakyat Gaji CUMA 2 jt / bln ( 9 jam kerja / hari ) BERDIRI TERUS !!!!!! ( lulusan SLTA ) Sabtu & Minggu di Larang LIBUR",1,False
"Optimis dan paham masalah ..pak menteri selamat bekerja ,antarkan rakyat sejahtera ya pak.",0,False
"Alhamdulillah, Kita beri dia kesempatan dulu Jangan langsung dicari kesalahan nya!",0,False
Semoga menjadi kasir Negara yg jujur,0,False
"Yang di butuhkan itu fakta kerja, bukan cuma omon omon group saja",0,False
gue suka banget nih gaya si bapak,0,False
Rakyat tdk butuh Omon omon doang tapi ingin bukti,1,False
selamat bertugas pak,0,False
Good luck.. i think there is hope in you,0,False
Semoga ekonomi Indonesia lebih baik..,0,False
Insya Allah Ekonomi cepat dikendalikan dgn baik,0,False
Mantap,0,False
mantap semoga amanah. selamat bekerja,0,False
Tolong pak dibuat system anggaran lebih transparan agar rkyt bisa bantu kontrol kurangi korupsi,0,False
Doakan ekonomi membaik amin,0,False
semoga ada perubahan ekonomi yg lebih baik.,0,False
ahhh...tanda² alam nih...,0,False
Insya allah sesuilah ucapannya..,0,False
Nyimak,0,False
"Kita tunggu pembuktiannya, semoga kondisi ekonomi membaik.",0,False
Semoga jadi kenyata'an. tidak hanya omon2,0,False
"Bawa kita ke kemajuan pak Mentri, amin ya Allah",0,False
Iya.. Silahkan.. Biar paham bagaimana mengelola apbn...,0,False
Mari kita pantau kinerja mereka,0,False
"wedyan, mikro and moneter sekali jawabannya wehhhhhhh. semangat daaaa",0,False
Mau gagal pun tapi sebagai pribadi bangsa Indonesia harus bermental seperti ini....,0,False
berharap yg terbaik untuk menkeu baru karena background nya ekonom. semoga sukses mengemban amanah tumbuhkan ekonomi rakyat.,0,False
Asal percaya diri aja dlu pak....mantap pak....semoga lancar jaya...Aminn,0,False
Dr senyumnya kaya yg udah gemes dg keadaan ekonomi nyata... Semoga bs memperbaiki ekonomi dan keuangan negara.... Aamiin... Dan satu lagi... Jd pemimpin ga bs asal bunyi.... Aplg kepada org2 yg udah berjuang keras utk negeri.... Tp dg lantang bilang beban negara.... Syedih sekali.... Coba guru yg dulu ajarin bu sri menghitung tau... Gmn sakitnya tuh... Uedan bener,0,False
